year,site,zone,season,sampling_start,sampling_end,sampling_totalDays,quadrats,A_FORB,A_GRASS,P_FORB,P_GRASS,P_LF-SU,P_S-SHR,P_SHRUB,P_ST-SU,UNK_FORB,UNK_GRASS,YUEL
2013,CDRRC Pasture 3,G,FALL,2013-10-23,2013-10-23,1,32,47.745998995925625,5.285759749169014,8.521476304885223,20.9343736684242,0,0,3.149081468421954,0,0.006212118476950956,0,48.61107500000001
2013,CDRRC Pasture 3,G,SPRING,2013-04-25,2013-04-25,1,32,0.0036548019546197817,0,7.479178064179013e-4,2.947650312860267,0,0,2.0775048661931703,0,0,0,24.243221875000003
2013,CDRRC Pasture 3,S,FALL,2013-10-25,2013-10-25,1,32,8.675119782395418,6.8697200722725125,5.0372753741042136,10.319425752493117,0,1.1763147956061653,43.81822702321562,0,0.6508710563224375,0,3.1585468750000003
2013,CDRRC Pasture 3,S,SPRING,2013-04-24,2013-04-24,1,32,0,0,0,0.29669741212580863,0,0,42.52768670888757,0,0,0,0
2013,JER Pasture 12A,E,FALL,2013-10-17,2013-10-17,1,32,17.18109221723735,7.961728860681317,1.8450934518081525,64.98077022251216,0,1.473902708410661,51.304584107279716,0,0,0,0
2013,JER Pasture 12A,E,SPRING,2013-04-24,2013-04-24,1,32,0,0,0,9.653182834057505,0,0.03553818198829549,25.96779144328009,0,0,0,0
2013,JER Pasture 12A,G,FALL,2013-10-18,2013-10-18,1,32,10.042117885338024,5.274659320609063,7.218137008875611,80.20450310054075,0,1.8863029325118763,54.39255266543017,0,0,0,13.9147125
2013,JER Pasture 12A,G,SPRING,2013-04-24,2013-04-24,1,32,0,0,0,22.637414020160328,0,0,46.237769192887484,0,0,0,9.24715
2013,JER Pasture 12A,S,FALL,2013-10-17,2013-10-17,1,32,3.9700205464213343,4.671018637094294,0.8991795413097851,12.900089548179862,0,0.34989221907190965,133.09996706279492,0,0,0,6.4661625
2013,JER Pasture 12A,S,SPRING,2013-04-24,2013-04-24,1,32,0,0,0,2.0043748516003475,0,0.22279706400354482,34.98852552665428,0,0,0,2.74921875
2013,JER Pasture 9,E,FALL,2013-10-10,2013-10-10,1,32,21.120933306959785,12.253292996088952,9.046731337985896,77.40016265889867,0,2.253940849949972,56.625769289580184,0,0.03117510615497089,0,65.03877500000002
2013,JER Pasture 9,E,SPRING,2013-04-23,2013-04-23,1,31,0,0,0,16.594092911785303,0,1.375671560837245,37.57541993321317,0,0,0,5.524451612903227
2013,JER Pasture 9,G,FALL,2013-10-08,2013-10-08,1,32,20.54702440060196,13.622297504213567,15.875997332875155,135.47872692309983,0,1.1533940709969788,21.213383839784044,0,7.045221729936925e-5,0,0.9762781250000001
2013,JER Pasture 9,G,SPRING,2013-04-23,2013-04-23,1,32,0,0,0,33.49517124673322,0,0,28.537658846456235,0,0,0,0.5425125000000001
2013,JER Pasture 9,S,FALL,2013-10-09,2013-10-09,1,32,26.915057152515224,8.850146049205119,5.742220298160934,50.83076016832684,0,0.37521285445830777,111.29635980911205,0,4.931655210955848e-4,0,166.012859375
2013,JER Pasture 9,S,SPRING,2013-04-23,2013-04-23,1,31,0,0,0,10.207934494040424,0,0.15520397096625327,26.82966428735434,0,0,0,4.414516129032258
2014,CDRRC Pasture 3,E,FALL,2014-10-28,2014-10-28,1,32,7.073028107315619,10.994704222709712,12.425573792192834,44.22553929333737,0,1.787208786019637,45.58176157597037,0,0,0,0
2014,CDRRC Pasture 3,E,SPRING,2014-04-28,2014-04-28,1,32,0.7071833431302619,0,1.6792228367000126,9.319185012470744,0,0.06447897226495511,51.334146247181394,0,4.3031250000000003e-4,0,0
2014,CDRRC Pasture 3,G,FALL,2014-10-28,2014-10-28,1,31,12.994397091382224,6.759459740080897,9.257968114428882,56.22908032099246,0,4.30864394533976,1.372156811809627,0.05116932258064516,0.0020313112366944957,0,43.22063548387097
2014,CDRRC Pasture 3,G,SPRING,2014-04-25,2014-04-25,1,32,0.9138430251223777,0,0.40446109229965577,11.874965780591063,0,4.92067135222553e-4,5.141773574621369,0,0.004733437500000001,0,40.74953125
2014,CDRRC Pasture 3,S,FALL,2014-10-28,2014-10-28,1,31,3.6581314599028114,7.101098829638557,12.380891419944104,29.66973710956961,0,2.346216132460479,48.1444788215267,0,5.922580645161291e-4,0,0
2014,CDRRC Pasture 3,S,SPRING,2014-04-28,2014-04-28,1,32,1.4061936812436395,0,2.105105787395476,4.151486315219702,0,0.32781203745171594,73.44825790824525,0,0,0,1.4906875000000002
2014,JER Pasture 12A,E,FALL,2014-10-27,2014-10-27,1,32,0.6075381587537083,3.7761986654476303,0.9651917960993687,47.61422590461522,0,0.9605923895889567,41.91239975096464,0,0.00286875,0,0
2014,JER Pasture 12A,E,SPRING,2014-05-02,2014-05-02,1,32,0,0,0.011051246936344496,20.786586108923313,0,0.10100512888754978,32.830285437005514,0,0,0,0
2014,JER Pasture 12A,G,FALL,2014-10-27,2014-10-27,1,32,0.3747339117299648,4.859392681450991,2.94377849828899,81.40726723093292,0,1.5664490283111558,55.35046981743293,0,0.004876875000000001,0,11.370768750000002
2014,JER Pasture 12A,G,SPRING,2014-05-02,2014-05-02,1,32,0,0,0.1292215465625804,43.39372145505482,0,0,51.1382130491583,0,0,0,12.915218750000001
2014,JER Pasture 12A,S,FALL,2014-10-27,2014-10-27,1,30,0.08622706974520818,0.7723600790728973,0.5642215602456239,12.442986144169346,0,0.2682677122398511,93.49528144979212,0,6.12e-4,0,97.58054
2014,JER Pasture 12A,S,SPRING,2014-05-02,2014-05-02,1,30,0,0,0.007715813811109967,2.203484181197936,0,0.3236708267241682,71.76116357379257,0,0,0,7.7418000000000005
2014,JER Pasture 9,E,FALL,2014-10-29,2014-10-29,1,32,0.6358811368765417,2.3457791130596353,9.287294877240837,56.06631091761474,0,4.408101419702037,46.91409663981457,0,0,0,97.24831875000001
2014,JER Pasture 9,E,SPRING,2014-04-25,2014-04-25,1,32,0.19877693145940675,0,0.8988935677222425,21.728925734889486,0,2.344153158074106,56.10384461269554,0,5.7375e-4,0,149.4264875
2014,JER Pasture 9,G,FALL,2014-10-30,2014-10-30,1,32,1.227973147672755,1.6475397923977053,7.643126239945857,72.43941520007165,0,0.21293429003021147,26.07584616154136,0,0.0010040625000000002,0,3.283178125
2014,JER Pasture 9,G,SPRING,2014-04-25,2014-04-25,1,32,0.20842381966001988,0,1.3635475012957579,41.333623669711464,0,0,27.799624733049043,0,0.0027253125000000003,0,1.306184375
2014,JER Pasture 9,S,FALL,2014-10-29,2014-10-29,1,32,0.6740936936790792,0.45643026375347706,3.7190876314616523,25.5031316881221,0,1.149301620031406,41.18617718783251,0,0,0,130.68562500000002
2014,JER Pasture 9,S,SPRING,2014-04-23,2014-04-23,1,32,0.06702239719355409,0,0.4702743737685978,6.212709980710881,0,0.17222349732789355,43.39844463661191,0,1.434375e-4,0,135.342065625
2015,CDRRC Pasture 3,E,FALL,2015-10-07,2015-10-07,1,32,10.328639720283515,1.0873234502105054,8.415032244355967,44.045014906321725,0,4.0139269304572585,25.611006996190977,0,0,0,0
2015,CDRRC Pasture 3,E,SPRING,2015-04-22,2015-04-22,1,32,23.72565023634092,0,4.466047441315846,11.38101388228217,0,0.7207937261941465,6.650054340087226,0,0,0,0
2015,CDRRC Pasture 3,G,FALL,2015-10-07,2015-10-08,2,32,12.119098111524027,0.2943130811227686,2.8580530241385107,35.4218790160648,0,7.970579721382872,9.552555209561689,0,0,0,43.666625
2015,CDRRC Pasture 3,G,SPRING,2015-04-22,2015-04-23,2,32,12.985365796326425,0,0.5150858636132671,16.203962673683353,0,0.549201597034505,3.698805572029039,0,0,0,44.1781125
2015,CDRRC Pasture 3,S,FALL,2015-10-09,2015-10-09,1,32,11.164408767331276,0.3871926893801784,13.745772951157528,33.18755338301621,0,19.575377632241004,87.11147121714296,0,0,0,17.272425000000002
2015,CDRRC Pasture 3,S,SPRING,2015-04-23,2015-04-23,1,32,7.0443593824237265,0,3.5265917269325096,8.745395103956598,0,3.0231344068372246,25.610395365710254,0,0,0,0
2015,JER Pasture 12A,E,FALL,2015-10-15,2015-10-15,1,32,3.0254861839257092,0.014645885063324055,1.2068427866989853,36.42206715131782,0,1.2171844423562619,47.723691519466485,0,0,0,0
2015,JER Pasture 12A,E,SPRING,2015-04-20,2015-04-20,1,32,1.7899961599800185,0.00757738299131519,0.8021870655124069,20.45377302709869,0,0.43426885072612675,25.36533541976676,0,0,0,0
2015,JER Pasture 12A,G,FALL,2015-10-16,2015-10-16,1,32,4.1175548830648845,0.11899456338056412,1.7467570960803214,54.13048731903551,0,1.3501808193934683,49.42253273095724,0,0,0,51.03379375
2015,JER Pasture 12A,G,SPRING,2015-04-20,2015-04-20,1,32,3.045842589827559,0.04630622939137061,2.3225156077285494,37.06768387397776,0,0.4495541629996664,35.68940078902077,0,0,0,10.168443750000002
2015,JER Pasture 12A,S,FALL,2015-10-14,2015-10-14,1,29,0.17911453490868837,0,0.3709578836478867,4.252448892338292,0,0.888058633621576,109.84197282830402,0,0,0,8.542675862068966
2015,JER Pasture 12A,S,SPRING,2015-04-20,2015-04-20,1,29,0.02766551724137931,0,0.2999911325417836,2.302074324889484,0,0.3560680744316944,49.32345673833078,0,0,0,9.837020689655173
2015,JER Pasture 9,E,FALL,2015-10-26,2015-10-26,1,32,3.658752531156208,0,8.057940299922471,59.359626858771115,0,6.067461147924757,75.3783598285839,0,0,0,26.164009375000003
2015,JER Pasture 9,E,SPRING,2015-04-21,2015-04-21,1,32,1.0047979281203099,0,2.3525229660189866,24.795708272584985,0,3.0581972454081665,31.18703821212652,0,0,0,26.377837500000002
2015,JER Pasture 9,G,FALL,2015-10-26,2015-10-26,1,32,11.319337991569446,0.008419314434794656,13.869440964178127,80.36416923602188,0,0.08870123168723983,41.02307572630606,0,0,0,4.51605
2015,JER Pasture 9,G,SPRING,2015-04-21,2015-04-21,1,32,2.0475655349048116,0,2.794844161727093,34.8812095146712,0,0,19.38358931828417,0,1.434375e-4,0,2.6697968750000003
2015,JER Pasture 9,S,FALL,2015-10-26,2015-10-26,1,32,10.856009198170126,0.5537539115451705,7.8223804518319096,39.10934229753104,0,4.916293440297075,77.52824096832943,0,0,0,43.0361
2015,JER Pasture 9,S,SPRING,2015-04-21,2015-04-21,1,32,0.6468928028696365,0,1.5499346712722442,10.475571831248555,0,0.8416315086295271,33.42568732230783,0,0,0,15.804953125
2016,CDRRC Pasture 3,E,FALL,2016-10-19,2016-10-21,3,32,1.5362048389744019,1.6080975934798332,1.4928157118350627,24.92020323801377,0,1.0931275115574026,27.316028899623117,0,0,0,0
2016,CDRRC Pasture 3,E,SPRING,2016-04-20,2016-04-20,1,32,0.08023684020859598,0,0.27020573380002194,10.561695103338668,0,0.24177424858876367,22.837874396587495,0,0,0,0
2016,CDRRC Pasture 3,G,FALL,2016-10-19,2016-10-19,1,32,0.5647558497558134,0.5428694701851082,0.41695391462217035,29.42292178088711,0,7.124858747391888,7.344674250187817,0,0,0,16.138525
2016,CDRRC Pasture 3,G,SPRING,2016-04-20,2016-04-20,1,32,0.09168924594648298,0,0.0037980988845641387,19.201159016795337,0,2.438739396289108,3.4393412730964363,0,0,0,28.3035125
2016,CDRRC Pasture 3,S,FALL,2016-10-19,2016-10-19,1,32,0.19408882946271505,0.27471037192414743,1.5326493936706806,19.818852456324134,0,16.384256738521387,44.64148165027038,0,0,0,7.243275000000001
2016,CDRRC Pasture 3,S,SPRING,2016-04-20,2016-04-20,1,32,0.09602624048965745,0,0.20478127336500263,3.8318970012935663,0,8.276173952771988,47.112876546049925,0,0,0,10.19776875
2016,JER Pasture 12A,E,FALL,2016-10-25,2016-10-25,1,31,0.1656862297337394,0.19536819216272092,0.3998393780502736,27.84499910047397,0,0.21161784707358836,38.6041166350729,0,0,0,0
2016,JER Pasture 12A,E,SPRING,2016-04-19,2016-04-19,1,31,0.30146275942413503,0,0.09651863077093027,14.4990896508565,0,0.17059610596658578,25.300761709680327,0,0,0,0
2016,JER Pasture 12A,G,FALL,2016-10-25,2016-10-25,1,32,0.4784620965120607,0.41143105134219365,1.014783858882116,45.9475550975702,0,0.38457795508864545,44.93225176439832,0,0.008039131498877151,0,11.750771875000002
2016,JER Pasture 12A,G,SPRING,2016-04-19,2016-04-19,1,32,0.5447928458510582,0,0.20364962141848578,31.081874755491246,0,0.15085422082119954,57.4220480995798,0,0,0,8.582450000000001
2016,JER Pasture 12A,S,FALL,2016-10-25,2016-10-25,1,28,0,0,0,1.5409752450327432,0,0.01249694311676325,85.51409627831829,0,0,0,4.692
2016,JER Pasture 12A,S,SPRING,2016-04-19,2016-04-19,1,27,0,0,9.140816653796559e-4,1.4210189384464125,0,0.15130558166184838,55.877690844500655,0,0,0,10.856766666666667
2016,JER Pasture 9,E,FALL,2016-10-24,2016-10-24,1,32,5.276771193830424,2.640636373155148,6.949921248193939,69.02853516983919,0,8.279029550119454,50.29437442995027,0,0,0,118.74341562500001
2016,JER Pasture 9,E,SPRING,2016-04-18,2016-04-18,1,32,0.05253745893044452,0,0.38414518784979856,32.29328732977852,0,3.7968446895033545,61.780387104296764,0,0,0,71.09881250000001
2016,JER Pasture 9,G,FALL,2016-10-12,2016-10-14,3,32,7.085447354465904,6.312809210758251,16.56467570967148,138.08238902224338,0,0.047762201677744524,31.91487848418831,0,0,0,0.6647000000000001
2016,JER Pasture 9,G,SPRING,2016-04-19,2016-04-19,1,32,0.1757794210017809,0,0.8089640392859508,42.00852498065188,0,0,26.44363995728351,0,0,0,2.4877375
2016,JER Pasture 9,S,FALL,2016-10-24,2016-10-24,1,32,7.251564190817879,1.3317492274561333,3.2671674710256604,31.592239810295315,0,5.408482610605665,85.3703631153481,0,0,0,9.25936875
2016,JER Pasture 9,S,SPRING,2016-04-18,2016-04-18,1,32,0.05238834902632897,0,0.15663943310328948,10.733894462738096,0,1.3411016399860003,65.66362902641465,0,0,0,12.784478125
2017,CDRRC Pasture 3,E,FALL,2017-11-03,2017-11-03,1,31,5.597917338267627,0.8065803801841295,4.349990546154243,12.567594247656274,0,13.628619577931847,20.324757094681985,0,0,0,0
2017,CDRRC Pasture 3,E,SPRING,2017-05-01,2017-05-01,1,26,19.01637119726761,0,2.5422936773640847,4.09752380050477,0,5.604676925758612,23.07383829948432,0,0,0,0
2017,CDRRC Pasture 3,G,FALL,2017-11-03,2017-11-03,1,31,6.086106807842088,0.32971181566061813,1.6014634477980132,19.187068846952187,0,47.793996061185084,1.803586484234433,0,0,0,21.300670967741937
2017,CDRRC Pasture 3,G,SPRING,2017-05-01,2017-05-01,1,31,4.856903757005082,0,0.33020781311414515,9.240220364450638,0,22.989094368559556,3.6454400865759156,0,0,0,11.41846129032258
2017,CDRRC Pasture 3,S,FALL,2017-11-03,2017-11-03,1,31,8.975761417378354,0.005376451612903226,1.303429551117729,1.9884047092982686,0,68.43408339599758,36.44591600545515,0,0,0,3.9503612903225807
2017,CDRRC Pasture 3,S,SPRING,2017-05-01,2017-05-01,1,31,7.962982606646244,0,1.4996903945159403,2.3727701164305537,0,32.06861109287151,43.5407243551064,0,0,0,4.47758064516129
2017,JER Pasture 12A,E,FALL,2017-10-12,2017-10-12,1,32,8.074313890334922,0.9255964062419004,5.6737367201543965,62.380383943421094,0,2.0266056395285332,61.86642312525197,0,0,0,0
2017,JER Pasture 12A,E,SPRING,2017-04-20,2017-04-20,1,32,2.580972520274198,0.001347090309567145,0.46348252886773916,10.784168067632164,0,0.5801607836982059,39.24119225912958,0,0,0,0
2017,JER Pasture 12A,G,FALL,2017-10-12,2017-10-12,1,32,1.2653282217498711,0.4710843737030655,8.62631797378546,54.07831373582198,0,3.62468719344454,44.42464160546234,0,0,0,12.07945625
2017,JER Pasture 12A,G,SPRING,2017-04-20,2017-04-20,1,32,3.4009712540250887,0,2.0766532963010995,23.44021324924852,0,0.7712501142538324,50.097367595226416,0,0,0,11.672175000000001
2017,JER Pasture 12A,S,FALL,2017-10-12,2017-10-12,1,28,3.1659491514188525,0.003359962841597568,0.33453223133693877,5.8046258558186885,0,1.6355374304063903,103.08711374735391,0,0,0,9.115885714285714
2017,JER Pasture 12A,S,SPRING,2017-04-20,2017-04-20,1,28,0.8135751614864916,0,0.021182034593478227,0.12914352939912163,0,0.3586622674511053,80.9637985038182,0,0,0,2.323657142857143
2017,JER Pasture 9,E,FALL,2017-10-19,2017-10-19,1,32,6.956061949370627,3.133403298992122,4.928591220718476,76.73410877480472,0,19.354640652087085,57.85922409237397,0,0,0,23.06166875
2017,JER Pasture 9,E,SPRING,2017-04-26,2017-04-26,1,32,1.7831682186166509,0,1.3092643658600969,23.442488043980212,0,8.210686892449655,40.082388046952254,0,1.434375e-4,0,39.7984875
2017,JER Pasture 9,G,FALL,2017-10-20,2017-10-20,1,32,8.004688350233003,1.4493778077890203,9.18169743019773,102.57056385471441,0,0,17.287735537669274,0,0,0,0.7380125000000001
2017,JER Pasture 9,G,SPRING,2017-04-26,2017-04-26,1,32,2.2592981839153268,0,3.853387482921491,43.84464019527189,0,0.0811178247734139,24.599574057900075,0,0,0,0.15395625000000002
2017,JER Pasture 9,S,FALL,2017-10-19,2017-10-19,1,32,5.245346307798488,0.6596447485113136,2.5211402226342603,34.27696637328743,0,16.230554656126944,84.8290701399072,0,0,0,136.9618125
2017,JER Pasture 9,S,SPRING,2017-04-26,2017-04-26,1,32,0.3134745041985715,0,1.3885900113672047,11.994814905073618,0,6.769671416088149,78.36678635740229,0,0,0,20.408221875000002
2018,CDRRC Pasture 3,E,FALL,2018-10-25,2018-10-25,1,31,0.2762017946233938,0.24234705956317537,2.8218568263925716,6.44525256430835,0,4.3450698765736275,31.834248487482093,0,0,0,0
2018,CDRRC Pasture 3,E,SPRING,2018-04-25,2018-04-25,1,31,0.1981254803994296,0,0.6295626421325453,1.1261378522020113,0,1.3149963368521926,11.944288321204812,0,0,0,0
2018,CDRRC Pasture 3,G,FALL,2018-10-25,2018-10-25,1,31,2.1213532413548837,0.4244216137178261,1.2000187180968656,7.6743293645524,0,9.629700925860714,1.5944143092191134,0,0,0,22.531690322580648
2018,CDRRC Pasture 3,G,SPRING,2018-04-25,2018-04-25,1,31,0.09726017642937476,0,0.07358840242044133,1.4867292324157797,0,6.949751630830701,0.9643457064525561,0,0,0,16.18613870967742
2018,CDRRC Pasture 3,S,FALL,2018-10-25,2018-10-25,1,31,0.22245448755855568,0.03956858960524665,2.292975148379556,2.660556104188674,0,26.782396699603385,61.02983100771432,0,0,0,3.344941935483871
2018,CDRRC Pasture 3,S,SPRING,2018-04-25,2018-04-25,1,31,2.178971649745769e-4,0,0.2573292918435254,0.13521105377359505,0,12.38018969307928,22.81105472884133,0,0,0,1.4126451612903226
2018,JER Pasture 12A,E,FALL,2018-10-31,2018-10-31,1,29,0.017308050432514904,0.034580152137968626,0.14973703874935657,17.82512109186852,0,0.006023213610592413,54.486011688825954,0,0,0,0
2018,JER Pasture 12A,E,SPRING,2018-04-23,2018-04-23,1,29,0,0,0.21845594097335233,7.6972298602781555,0,0.3952788853849035,25.85709335650442,0,0,0,0
2018,JER Pasture 12A,G,FALL,2018-10-31,2018-10-31,1,32,0.01624004239689964,0.02316306386415561,0.6470429911737123,41.72037231132709,0,0.3376016347900765,93.72992518810557,0,0,0,2.30934375
2018,JER Pasture 12A,G,SPRING,2018-04-23,2018-04-23,1,32,0.0863615712172142,0,0.878548177009851,18.230547132586132,0,0.2881563921261339,33.72229950056915,0,0,0,0.64759375
2018,JER Pasture 12A,S,FALL,2018-10-31,2018-10-31,1,29,0,0,0.0036792748259825317,1.3910276703843556,0,0.18099021065657123,93.71585011776739,0,0,0,6.601158620689656
2018,JER Pasture 12A,S,SPRING,2018-04-23,2018-04-23,1,29,0,0,0.008514968484718256,0.10425105837659258,0,0.09199846037811038,33.651993412269945,0,0,0,4.662337931034482
2018,JER Pasture 9,E,FALL,2018-10-22,2018-10-22,1,32,0,0,0.05959178295000482,13.373627356604505,0,9.078638644856103,55.318918829099495,0,0,0,21.9008875
2018,JER Pasture 9,E,SPRING,2018-04-24,2018-04-24,1,32,0,0,0.20865436755031275,8.443376251548806,0,11.168557116398556,13.625088342265906,0,0,0,2.5879312500000005
2018,JER Pasture 9,G,FALL,2018-10-22,2018-10-22,1,32,0.08356136864451345,0,1.6820702961299645,43.1810269075922,0,0,28.557027145012498,0,0,0,0.49485937500000005
2018,JER Pasture 9,G,SPRING,2018-04-24,2018-04-24,1,32,2.0905026272949147e-4,0,1.3925754904796683,20.159408363423335,0,0.0027292686672996873,8.320213306118085,0,0,0,1.592103125
2018,JER Pasture 9,S,FALL,2018-10-22,2018-10-22,1,31,0,0,0.031066877800742063,3.39567728161233,0,9.416648202079767,45.86434143473678,0,2.9612903225806456e-4,0,48.323648387096775
2018,JER Pasture 9,S,SPRING,2018-04-24,2018-04-24,1,31,0,0,0.11998005266198547,10.010539087488642,0,7.219806540311981,55.47764680385518,0,0,0,97.17694193548387
2019,CDRRC Pasture 3,E,FALL,2019-10-23,2019-10-23,1,32,6.07592968960829,0,1.0945868139786286,2.670042560872539,0,32.29043208072229,34.54590893543687,0,0,0,0
2019,CDRRC Pasture 3,E,SPRING,2019-04-24,2019-04-24,1,32,5.851681826013307,0,0.5628142576822012,2.153438176202031,0,8.565092258789873,14.859562529194232,0,0,0,0
2019,CDRRC Pasture 3,G,FALL,2019-10-23,2019-10-23,1,32,4.67902155251403,0.04058109557571024,1.9750486739982163,6.3903423565232345,0,25.10881905725348,5.798500655749701,0,0,0,24.841940625
2019,CDRRC Pasture 3,G,SPRING,2019-04-24,2019-04-24,1,32,6.607760632983681,0,0.23215422913929934,2.2987979180944973,0,12.465842792244167,1.8747436740815395,0,0,0,34.878346875000005
2019,CDRRC Pasture 3,S,FALL,2019-10-23,2019-10-23,1,31,1.9422192639831315,0,0.7244416813900554,2.403739635453374,0,95.10910942592501,69.19942537545019,0,0,0,0.2396451612903226
2019,CDRRC Pasture 3,S,SPRING,2019-04-24,2019-04-24,1,31,2.276416319670316,0.0012167267312219374,0.4005137406829833,0.337244485377349,0,32.1614704316331,25.78055359611646,0,8.550012527416369e-5,0,1.3457967741935486
2019,JER Pasture 12A,E,FALL,2019-10-17,2019-10-17,1,32,3.896108218180114,0.09984553052049573,1.8332583544976468,33.74283263546955,0,1.8872511313659577,91.17167822501706,0,0,0,0
2019,JER Pasture 12A,E,SPRING,2019-04-22,2019-04-22,1,32,1.169354591303695,0,0.5327657999617353,6.822373618356376,0,0.1253274919147855,42.80659020809781,0,0,0,0
2019,JER Pasture 12A,G,FALL,2019-10-17,2019-10-17,1,32,4.825290280113728,0.024821805874212996,5.479494159414985,78.00766619411289,0,2.717685826327096,132.99621913475914,0,0,0,10.4788
2019,JER Pasture 12A,G,SPRING,2019-04-22,2019-04-22,1,32,1.9228625534110677,0,0.46592842811754537,11.740986175176202,0,0.02821184908609304,17.474108593084544,0,0,0,3.4151406250000003
2019,JER Pasture 12A,S,FALL,2019-10-17,2019-10-17,1,27,0,0,0.12831336253470904,7.820369588476364,0,0.9751969359259519,167.75408173636487,0,0,0,9.638874074074074
2019,JER Pasture 12A,S,SPRING,2019-04-22,2019-04-22,1,27,0.020742041316863555,0,0.0038020442017309337,0.41965042842540035,0,0.16710338039182063,32.71588184333446,0,0,0,4.744133333333333
2019,JER Pasture 9,E,FALL,2019-10-10,2019-10-10,1,32,3.6068200378220765,0.35761803701301614,2.2634665534635845,46.39093743406105,0,17.065841718495893,98.24824288699595,0,0,0,23.4355625
2019,JER Pasture 9,E,SPRING,2019-04-23,2019-04-23,1,32,2.416415606676442,0,0.11186956983839048,1.6138294696369597,0,6.152752784696667,17.013521205477925,0,0,0,6.6616625
2019,JER Pasture 9,G,FALL,2019-10-10,2019-10-10,1,32,3.1984573719594374,0.10664567050227783,3.0239275317953385,55.80231390579662,0,0.019956056039581317,25.954539449531065,0,0,0,0.8162125
2019,JER Pasture 9,G,SPRING,2019-04-23,2019-04-23,1,32,3.184448131268082,0,0.9704111927624848,7.14028325757779,0,0,22.591387312855645,0,0,0,0.029325
2019,JER Pasture 9,S,FALL,2019-10-10,2019-10-10,1,32,2.500442211984742,0.013621849353643474,0.3256536739370937,16.455599533630757,0,18.518277857753386,105.02510861342,0,0,0,18.386775
2019,JER Pasture 9,S,SPRING,2019-04-23,2019-04-23,1,32,0.7875155626758391,0,0.06832163081119363,2.5518401859919995,0,7.590452312374084,59.60135157830338,0,0,0,11.1044
2020,CDRRC Pasture 3,E,FALL,2020-10-20,2020-10-20,1,31,3.0577185639544107,0,0.077983591843335,0.2581681897913722,0,99.13633265290062,28.204977901645123,0,0,0,0
2020,CDRRC Pasture 3,E,SPRING,2020-04-21,2020-04-21,1,31,12.380918749831716,0,0.38679546982549917,0.38546447962849506,0,30.923572866815412,11.110892466179333,0,0,0,0
2020,CDRRC Pasture 3,G,FALL,2020-10-21,2020-10-21,1,32,0.1962555841319053,0,0.04280645365805236,0.3054335406917747,0,62.685252467893065,2.884857100749103,0,0,0,146.45500312500002
2020,CDRRC Pasture 3,G,SPRING,2020-04-21,2020-04-21,1,32,11.920426105538558,0,0.019761976412904277,0.03210634282421204,0,26.323490933956563,1.6371309200717525,0,0,0,13.463840625000001
2020,CDRRC Pasture 3,S,FALL,2020-10-23,2020-10-23,1,32,1.85974412747683,0,0.009218041135108487,0.0141673846894744,0,195.7090925159818,41.344793359166985,0,0,0,0
2020,CDRRC Pasture 3,S,SPRING,2020-04-21,2020-04-21,1,32,6.762478346529811,0,0.23048164879005367,0.22120043246231666,0,69.29814269814895,20.345072433982597,0,0,0,0.9054093750000001
2020,JER Pasture 12A,E,FALL,2020-10-08,2020-10-08,1,32,0.3168306642341054,0,0.549156749057784,8.287657669058321,0,14.261491186314522,43.30303028161894,0,0,0,0
2020,JER Pasture 12A,E,SPRING,2020-04-20,2020-04-20,1,32,2.374190655621066,0,0.8079939280515224,5.80940865130806,0,1.297546160550645,17.213320495847828,0,0,0,0
2020,JER Pasture 12A,G,FALL,2020-10-08,2020-10-08,1,32,3.405079214696984,0,0.4245776062933623,22.288997589261644,0,11.056958821065733,67.67955712179328,0,0,0,3.0546875
2020,JER Pasture 12A,G,SPRING,2020-04-20,2020-04-20,1,32,3.954940127483776,0,0.778007125649544,14.345565304557214,0,2.4830053852258347,23.296428917414246,0,0,0,2.100403125
2020,JER Pasture 12A,S,FALL,2020-10-09,2020-10-09,1,29,0.16398973757568724,0,0.00772365197109286,1.633137051081125,0,4.710457582435077,96.20084148883107,0,0,0,8.460356896551724
2020,JER Pasture 12A,S,SPRING,2020-04-20,2020-04-20,1,29,1.461395962144844,0,0.05307461990634322,0.0981020476861347,0,0.5656547383720039,34.77413146757193,0,0,0,8.457734482758621
2020,JER Pasture 9,E,FALL,2020-10-14,2020-10-14,1,32,2.570632272656124,0,0.5280605109943052,18.3879721843692,0,21.686492131780625,70.7085611082547,0,0.35117468865824963,0,332.429228125
2020,JER Pasture 9,E,SPRING,2020-04-23,2020-04-23,1,32,3.091341724475103,0,0.1945364499763266,2.9534654249341696,0,8.309100319494165,27.17963530242162,0,0,0,13.393949375000002
2020,JER Pasture 9,G,FALL,2020-10-14,2020-10-14,1,32,2.3777445550190244,0.0052084375,3.224163795350323,23.094396934354073,0,0.7565234952429415,33.07799578169882,0,0,0,0.0439875
2020,JER Pasture 9,G,SPRING,2020-04-23,2020-04-23,1,32,4.590584581340703,0,1.1831433335459312,7.306179157502194,0,0.06014153874942314,10.594459310277538,0,0,0,0.146625
2020,JER Pasture 9,S,FALL,2020-10-14,2020-10-14,1,32,1.1597516054991697,0,0.10637469774739738,4.567685118796995,0,18.299720782538735,68.85328198339131,0,0,0,58.800174999999996
