ID,Pasture,Treatment,Date,Date_mean,Year,Season,Low,High,Biomass_kg_ha,long,lat,PP_g
60,E,IMP,2020-06-09,2020-06-09,2020,6,25,25.33333333,876,-81.2005,27.1801,21.9
60,E,IMP,2020-04-14,2020-04-14,2020,3,,,,-81.2005,27.1801,
60,E,IMP,2021-10-13,2021-10-13,2021,10,41,44,2912,-81.2005,27.1801,72.8
60,E,IMP,2021-03-10,2021-03-10,2021,3,22,27.33333333,1216,-81.2005,27.1801,30.4
60,E,IMP,2021-06-14,2021-06-14,2021,6,0,,,-81.2005,27.1801,
60,E,IMP,2021-08-09,2021-08-09,2021,8,48,61.66666667,4844,-81.2005,27.1801,121.1
60,E,IMP,2021-04-13,2021-04-13,2021,4,20,31.33333333,2128,-81.2005,27.1801,53.2
60,E,IMP,2022-12-19,2022-12-19,2022,12,24,24.66666667,3932,-81.2005,27.1801,98.3
60,E,IMP,2023-10-10,2023-10-10,2023,10,43,46.66666667,3608,-81.2005,27.1801,90.2
60,E,IMP,2023-02-01,2023-02-01,2023,2,14,16.33333333,1736,-81.2005,27.1801,43.4
60,E,IMP,2023-04-04,2023-04-04,2023,4,10,10.66666667,1116,-81.2005,27.1801,27.9
60,E,IMP,2023-08-04,2023-08-04,2023,8,27,34.33333333,1620,-81.2005,27.1801,40.5
60,E,IMP,6/12/2023,6/12/2023,2023,6,14,17,1216,-81.2005,27.1801,30.4
61,E,IMP,2017-03-30,2017-03-30,2017,3,,16,2796,-81.201276,27.179702,69.9
61,E,IMP,2017-05-30,2017-05-30,2017,5,,22,1308,-81.201276,27.179702,32.7
61,E,IMP,2017-08-31,2017-08-31,2017,8,,55,4992,-81.201276,27.179702,124.8
61,E,IMP,2017-10-24,2017-10-24,2017,10,,38,3916,-81.201276,27.179702,97.9
61,E,IMP,2017-12-11,2017-12-11,2017,12,,28,5440,-81.201276,27.179702,136
61,E,IMP,2017-12-11,2017-12-11,2017,12,,28,5440,-81.201276,27.179702,136
61,E,IMP,2018-04-05,2018-04-05,2018,4,,14,2832,-81.201276,27.179702,70.8
61,E,IMP,2018-06-19,2018-06-19,2018,6,,20,664,-81.201276,27.179702,16.6
61,E,IMP,2018-10-22,2018-10-22,2018,10,,39,3340,-81.201276,27.179702,83.5
61,E,IMP,2018-12-10,2018-12-10,2018,12,,32,2368,-81.201276,27.179702,59.2
61,E,IMP,2019-12-19,2019-12-19,2019,12,,35,1984,-81.201276,27.179702,49.6
61,E,IMP,2019-09-13,2019-09-13,2019,9,,47,2060,-81.201276,27.179702,51.5
61,E,IMP,2019-05-03,2019-05-03,2019,5,,79,5884,-81.201276,27.179702,147.1
61,E,IMP,2020-12-07,2020-12-07,2020,12,24,27.66666667,2156,-81.2013,27.1797,53.9
61,E,IMP,2020-10-12,2020-10-12,2020,10,41,44.66666667,1928,-81.2013,27.1797,48.2
61,E,IMP,2020-08-10,2020-08-10,2020,8,25,26.66666667,1376,-81.2013,27.1797,34.4
61,E,IMP,2020-06-09,2020-06-09,2020,6,18,19,684,-81.2013,27.1797,17.1
61,E,IMP,2020-04-14,2020-04-14,2020,3,,12,332,-81.2013,27.1797,8.3
61,E,IMP,2021-10-13,2021-10-13,2021,10,28,33.66666667,4700,-81.2013,27.1797,117.5
61,E,IMP,2021-03-10,2021-03-10,2021,3,19,20,668,-81.2013,27.1797,16.7
61,E,IMP,2021-06-14,2021-06-14,2021,6,13,17.33333333,752,-81.2013,27.1797,18.8
61,E,IMP,2021-08-09,2021-08-09,2021,8,32,38,2928,-81.2013,27.1797,73.2
61,E,IMP,2021-04-13,2021-04-13,2021,4,10,11.66666667,1580,-81.2013,27.1797,39.5
61,E,IMP,2022-02-09,2022-02-09,2022,2,50,50.66666667,5124,-81.2013,27.1797,128.1
61,E,IMP,2022-12-19,2022-12-19,2022,12,18,18.66666667,3692,-81.2013,27.1797,92.3
61,E,IMP,2023-10-10,2023-10-10,2023,10,29,37,3556,-81.2013,27.1797,88.9
61,E,IMP,2023-02-01,2023-02-01,2023,2,18,18.66666667,1708,-81.2013,27.1797,42.7
61,E,IMP,2023-04-04,2023-04-04,2023,4,14,16.66666667,1448,-81.2013,27.1797,36.2
61,E,IMP,2023-08-04,2023-08-04,2023,8,31,32.33333333,2776,-81.2013,27.1797,69.4
61,E,IMP,6/12/2023,6/12/2023,2023,6,18,18.66666667,1208,-81.2013,27.1797,30.2
62,E,IMP,2017-03-30,2017-03-30,2017,3,,17,1764,-81.199934,27.18088,44.1
62,E,IMP,2017-05-30,2017-05-30,2017,5,,19,1840,-81.199934,27.18088,46
62,E,IMP,2017-08-31,2017-08-31,2017,8,,39,2128,-81.199934,27.18088,53.2
62,E,IMP,2017-10-24,2017-10-24,2017,10,,38,3232,-81.199934,27.18088,80.8
62,E,IMP,2017-12-11,2017-12-11,2017,12,,28,5028,-81.199934,27.18088,125.7
62,E,IMP,2017-12-11,2017-12-11,2017,12,,28,5028,-81.199934,27.18088,125.7
62,E,IMP,2018-04-05,2018-04-05,2018,4,,23,1548,-81.199934,27.18088,38.7
62,E,IMP,2018-06-19,2018-06-19,2018,6,,19,700,-81.199934,27.18088,17.5
62,E,IMP,2018-10-22,2018-10-22,2018,10,,32,3840,-81.199934,27.18088,96.0
62,E,IMP,2018-12-10,2018-12-10,2018,12,,20,2216,-81.199934,27.18088,55.4
62,E,IMP,2019-12-19,2019-12-19,2019,12,,99,3112,-81.199934,27.18088,77.8
62,E,IMP,2019-09-13,2019-09-13,2019,9,,85,3668,-81.199934,27.18088,91.7
62,E,IMP,2019-05-03,2019-05-03,2019,5,,37,2064,-81.199934,27.18088,51.6
62,E,IMP,2020-12-07,2020-12-07,2020,12,23,26.33333333,1500,-81.2,27.1809,37.5
62,E,IMP,2020-10-12,2020-10-12,2020,10,30,32,1564,-81.2,27.1809,39.1
62,E,IMP,2020-08-10,2020-08-10,2020,8,23,24,932,-81.2,27.1809,23.3
62,E,IMP,2020-06-09,2020-06-09,2020,6,24,26.33333333,644,-81.2,27.1809,16.1
62,E,IMP,2020-04-14,2020-04-14,2020,3,,15,848,-81.2,27.1809,21.2
62,E,IMP,2021-10-13,2021-10-13,2021,10,39,40.33333333,3456,-81.2,27.1809,86.4
62,E,IMP,2021-03-10,2021-03-10,2021,3,24,27,680,-81.2,27.1809,17
62,E,IMP,2021-06-14,2021-06-14,2021,6,15,19.33333333,1404,-81.2,27.1809,35.1
62,E,IMP,2021-08-09,2021-08-09,2021,8,32,41,3304,-81.2,27.1809,82.6
62,E,IMP,2021-04-13,2021-04-13,2021,4,16,19,1160,-81.2,27.1809,29
62,E,IMP,2022-02-09,2022-02-09,2022,2,40,47.66666667,3436,-81.2,27.1809,85.9
62,E,IMP,2022-12-19,2022-12-19,2022,12,23,25,3724,-81.2,27.1809,93.1
62,E,IMP,2023-10-10,2023-10-10,2023,10,52,55.66666667,5216,-81.2,27.1809,130.4
62,E,IMP,2023-02-01,2023-02-01,2023,2,14,14.66666667,1552,-81.2,27.1809,38.8
62,E,IMP,2023-04-04,2023-04-04,2023,4,14,14.66666667,1308,-81.2,27.1809,32.7
62,E,IMP,2023-08-04,2023-08-04,2023,8,18,19.66666667,1180,-81.2,27.1809,29.5
62,E,IMP,6/12/2023,6/12/2023,2023,6,11,12,1840,-81.2,27.1809,46
63,C,IMP,2020-12-07,2020-12-07,2020,12,65,69,1988,-81.2007,27.1886,49.7
63,C,IMP,2020-10-12,2020-10-12,2020,10,48,52,472,-81.2007,27.1886,11.8
63,C,IMP,2020-08-10,2020-08-10,2020,8,36,37.66666667,1960,-81.2007,27.1886,49
63,C,IMP,2020-06-09,2020-06-09,2020,6,17,18.66666667,820,-81.2007,27.1886,20.5
63,C,IMP,2020-04-14,2020-04-14,2020,3,,32,480,-81.2007,27.1886,12
63,C,IMP,2021-10-15,2021-10-15,2021,10,39,41.33333333,3272,-81.2007,27.1886,81.8
63,C,IMP,2021-03-10,2021-03-10,2021,3,20,24,716,-81.2007,27.1886,17.9
63,C,IMP,2021-06-14,2021-06-14,2021,6,14,22,2736,-81.2007,27.1886,68.4
63,C,IMP,2021-08-10,2021-08-10,2021,8,37,40.33333333,2192,-81.2007,27.1886,54.8
63,C,IMP,2021-04-13,2021-04-13,2021,4,20,24.66666667,1220,-81.2007,27.1886,30.5
63,C,IMP,2022-02-07,2022-02-07,2022,2,41,41.33333333,5128,-81.2007,27.1886,128.2
63,C,IMP,2022-12-19,2022-12-19,2022,12,59,60.33333333,3336,-81.2007,27.1886,83.4
63,C,IMP,2023-10-12,2023-10-12,2023,10,75,77,4168,-81.2007,27.1886,104.2
63,C,IMP,2023-01-31,2023-01-31,2023,2,28,29.66666667,2000,-81.2007,27.1886,50
63,C,IMP,2023-04-05,2023-04-05,2023,4,16,17,2092,-81.2007,27.1886,52.3
63,C,IMP,2023-08-08,2023-08-08,2023,8,45,47,3860,-81.2007,27.1886,96.5
63,C,IMP,6/9/2023,6/9/2023,2023,6,41,41.66666667,4580,-81.2007,27.1886,114.5
64,C,IMP,2020-12-07,2020-12-07,2020,12,22,25.66666667,1636,-81.2001,27.1885,40.9
64,C,IMP,2020-10-12,2020-10-12,2020,10,38,39.33333333,1756,-81.2001,27.1885,43.9
64,C,IMP,2020-08-10,2020-08-10,2020,8,38,39.33333333,2648,-81.2001,27.1885,66.2
64,C,IMP,2020-06-09,2020-06-09,2020,6,32,35.33333333,912,-81.2001,27.1885,22.8
64,C,IMP,2020-04-14,2020-04-14,2020,3,,40,1132,-81.2001,27.1885,28.3
64,C,IMP,2021-10-15,2021-10-15,2021,10,36,41,1864,-81.2001,27.1885,46.6
64,C,IMP,2021-03-10,2021-03-10,2021,3,27,30.66666667,2180,-81.2001,27.1885,54.5
64,C,IMP,2021-06-14,2021-06-14,2021,6,18,20.66666667,744,-81.2001,27.1885,18.6
64,C,IMP,2021-08-10,2021-08-10,2021,8,30,41,3200,-81.2001,27.1885,80
64,C,IMP,2021-04-13,2021-04-13,2021,4,41,42.66666667,3508,-81.2001,27.1885,87.7
64,C,IMP,2022-02-07,2022-02-07,2022,2,11,11.66666667,4600,-81.2001,27.1885,115
64,C,IMP,2022-12-19,2022-12-19,2022,12,45,46.66666667,4084,-81.2001,27.1885,102.1
64,C,IMP,2023-10-12,2023-10-12,2023,10,49,49.66666667,4080,-81.2001,27.1885,102
64,C,IMP,2023-01-31,2023-01-31,2023,2,31,35.66666667,1452,-81.2001,27.1885,36.3
64,C,IMP,2023-04-05,2023-04-05,2023,4,30,30.33333333,2988,-81.2001,27.1885,74.7
64,C,IMP,2023-08-08,2023-08-08,2023,8,54,57.33333333,4508,-81.2001,27.1885,112.7
64,C,IMP,6/9/2023,6/9/2023,2023,6,26,28,2216,-81.2001,27.1885,55.4
65,C,IMP,2020-12-07,2020-12-07,2020,12,41,46.66666667,3236,-81.2005,27.1891,80.9
65,C,IMP,2020-10-12,2020-10-12,2020,10,41,43.33333333,3288,-81.2005,27.1891,82.2
65,C,IMP,2020-08-10,2020-08-10,2020,8,40,42,2168,-81.2005,27.1891,54.2
65,C,IMP,2020-06-09,2020-06-09,2020,6,22,24.66666667,1328,-81.2005,27.1891,33.2
65,C,IMP,2020-04-14,2020-04-14,2020,3,,33,876,-81.2005,27.1891,21.9
65,C,IMP,2021-10-15,2021-10-15,2021,10,36,39.66666667,1576,-81.2005,27.1891,39.4
65,C,IMP,2021-03-10,2021-03-10,2021,3,24,27.33333333,1816,-81.2005,27.1891,45.4
65,C,IMP,2021-06-14,2021-06-14,2021,6,11,18,1620,-81.2005,27.1891,40.5
65,C,IMP,2021-08-10,2021-08-10,2021,8,0,,,-81.2005,27.1891,
65,C,IMP,2021-04-13,2021-04-13,2021,4,30,33.66666667,1228,-81.2005,27.1891,30.7
65,C,IMP,2022-02-07,2022-02-07,2022,2,10,11.66666667,1848,-81.2005,27.1891,46.2
65,C,IMP,2022-12-19,2022-12-19,2022,12,44,47.33333333,2628,-81.2005,27.1891,65.7
65,C,IMP,2023-10-12,2023-10-12,2023,10,40,45,3188,-81.2005,27.1891,79.7
65,C,IMP,2023-01-31,2023-01-31,2023,2,35,38,2488,-81.2005,27.1891,62.2
65,C,IMP,2023-04-05,2023-04-05,2023,4,42,46,3032,-81.2005,27.1891,75.8
65,C,IMP,2023-08-08,2023-08-08,2023,8,63,84.33333333,2604,-81.2005,27.1891,65.1
65,C,IMP,6/9/2023,6/9/2023,2023,6,52,54.66666667,4048,-81.2005,27.1891,101.2
66,C,IMP,2020-12-07,2020-12-07,2020,12,118,120.6666667,9356,-81.2005,27.1865,233.9
66,C,IMP,2020-10-12,2020-10-12,2020,10,34,42.33333333,1416,-81.2005,27.1865,35.4
66,C,IMP,2020-08-10,2020-08-10,2020,8,61,61.33333333,3236,-81.2005,27.1865,80.9
66,C,IMP,2020-06-09,2020-06-09,2020,6,43,50.66666667,2248,-81.2005,27.1865,56.2
66,C,IMP,2020-04-14,2020-04-14,2020,3,,48,652,-81.2005,27.1865,16.3
66,C,IMP,2021-10-15,2021-10-15,2021,10,39,42,2076,-81.2005,27.1865,51.9
66,C,IMP,2021-03-10,2021-03-10,2021,3,66,75.66666667,4272,-81.2005,27.1865,106.8
66,C,IMP,2021-06-14,2021-06-14,2021,6,82,94,13788,-81.2005,27.1865,344.7
66,C,IMP,2021-08-10,2021-08-10,2021,8,49,54,3508,-81.2005,27.1865,87.7
66,C,IMP,2021-04-13,2021-04-13,2021,4,18,22,2744,-81.2005,27.1865,68.6
66,C,IMP,2022-02-07,2022-02-07,2022,2,27,45,11204,-81.2005,27.1865,280.1
66,C,IMP,2022-12-19,2022-12-19,2022,12,18,19,932,-81.2005,27.1865,23.3
66,C,IMP,2023-10-12,2023-10-12,2023,10,54,55,3948,-81.2005,27.1865,98.7
66,C,IMP,2023-02-01,2023-02-01,2023,2,12,13,1768,-81.2005,27.1865,44.2
66,C,IMP,2023-04-05,2023-04-05,2023,4,15,16.33333333,2216,-81.2005,27.1865,55.4
66,C,IMP,2023-08-08,2023-08-08,2023,8,31,38.66666667,5000,-81.2005,27.1865,125
66,C,IMP,6/8/2023,6/8/2023,2023,6,34,36.33333333,1828,-81.2005,27.1865,45.7
67,C,IMP,2020-12-07,2020-12-07,2020,12,26,31.66666667,2208,-81.2011,27.1868,55.2
67,C,IMP,2020-10-12,2020-10-12,2020,10,33,33.33333333,1340,-81.2011,27.1868,33.5
67,C,IMP,2020-08-10,2020-08-10,2020,8,36,50,3632,-81.2011,27.1868,90.8
67,C,IMP,2020-06-09,2020-06-09,2020,6,24,29.33333333,1120,-81.2011,27.1868,28
67,C,IMP,2020-04-14,2020-04-14,2020,3,,19,612,-81.2011,27.1868,15.3
67,C,IMP,2021-10-15,2021-10-15,2021,10,39,48,2380,-81.2011,27.1868,59.5
67,C,IMP,2021-03-10,2021-03-10,2021,3,34,38,3704,-81.2011,27.1868,92.6
67,C,IMP,2021-06-14,2021-06-14,2021,6,23,26.66666667,1068,-81.2011,27.1868,26.7
67,C,IMP,2021-08-10,2021-08-10,2021,8,40,56.66666667,2744,-81.2011,27.1868,68.6
67,C,IMP,2021-04-13,2021-04-13,2021,4,16,21,1440,-81.2011,27.1868,36
67,C,IMP,2022-02-07,2022-02-07,2022,2,6,10.33333333,4860,-81.2011,27.1868,121.5
67,C,IMP,2022-12-19,2022-12-19,2022,12,35,35.66666667,1784,-81.2011,27.1868,44.6
67,C,IMP,2023-10-12,2023-10-12,2023,10,42,44.66666667,2648,-81.2011,27.1868,66.2
67,C,IMP,2023-02-01,2023-02-01,2023,2,55,60.33333333,3744,-81.2011,27.1868,93.6
67,C,IMP,2023-04-05,2023-04-05,2023,4,28,30.66666667,2756,-81.2011,27.1868,68.9
67,C,IMP,2023-08-08,2023-08-08,2023,8,30,30.66666667,3728,-81.2011,27.1868,93.2
67,C,IMP,6/8/2023,6/8/2023,2023,6,27,27.33333333,1932,-81.2011,27.1868,48.3
68,C,IMP,2020-12-07,2020-12-07,2020,12,41,43.66666667,2880,-81.2015,27.1872,72
68,C,IMP,2020-10-12,2020-10-12,2020,10,33,36.66666667,2444,-81.2015,27.1872,61.1
68,C,IMP,2020-08-10,2020-08-10,2020,8,34,34.66666667,2784,-81.2015,27.1872,69.6
68,C,IMP,2020-06-09,2020-06-09,2020,6,21,21.66666667,1272,-81.2015,27.1872,31.8
68,C,IMP,2020-04-14,2020-04-14,2020,3,,14,368,-81.2015,27.1872,9.2
68,C,IMP,2021-10-15,2021-10-15,2021,10,48,50.66666667,1804,-81.2015,27.1872,45.1
68,C,IMP,2021-03-10,2021-03-10,2021,3,21,23.66666667,1220,-81.2015,27.1872,30.5
68,C,IMP,2021-06-14,2021-06-14,2021,6,11,15.33333333,1084,-81.2015,27.1872,27.1
68,C,IMP,2021-08-10,2021-08-10,2021,8,46,48.66666667,2372,-81.2015,27.1872,59.3
68,C,IMP,2021-04-13,2021-04-13,2021,4,18,18.66666667,2000,-81.2015,27.1872,50
68,C,IMP,2022-02-07,2022-02-07,2022,2,20,22.66666667,3084,-81.2015,27.1872,77.1
68,C,IMP,2022-12-19,2022-12-19,2022,12,60,62.66666667,3396,-81.2015,27.1872,84.9
68,C,IMP,2023-10-12,2023-10-12,2023,10,46,47,2372,-81.2015,27.1872,59.3
68,C,IMP,2023-01-31,2023-01-31,2023,2,31,38,3744,-81.2015,27.1872,93.6
68,C,IMP,2023-04-05,2023-04-05,2023,4,34,35.66666667,3696,-81.2015,27.1872,92.4
68,C,IMP,2023-08-08,2023-08-08,2023,8,32,33,3004,-81.2015,27.1872,75.1
68,C,IMP,6/8/2023,6/8/2023,2023,6,24,31,2900,-81.2015,27.1872,72.5
69,C,IMP,2017-04-20,2017-04-20,2017,4,,9,388,-81.199621,27.187141,9.7
69,C,IMP,2017-07-26,2017-07-26,2017,7,,22,1504,-81.199621,27.187141,37.6
69,C,IMP,2017-10-03,2017-10-03,2017,10,,31,3260,-81.199621,27.187141,81.5
69,C,IMP,2017-11-28,2017-11-28,2017,11,,30,2768,-81.199621,27.187141,69.2
69,C,IMP,2017-12-12,2017-12-12,2017,12,,40,5816,-81.199621,27.187141,145.4
69,C,IMP,2017-12-12,2017-12-12,2017,12,,40,5816,-81.199621,27.187141,145.4
69,C,IMP,2018-02-20,2018-02-20,2018,2,,13,2204,-81.199621,27.187141,55.1
69,C,IMP,2018-05-09,2018-05-09,2018,5,,12,1172,-81.199621,27.187141,29.3
69,C,IMP,2018-07-03,2018-07-03,2018,7,,24,1556,-81.199621,27.187141,38.9
69,C,IMP,2018-08-24,2018-08-24,2018,8,,38,2188,-81.199621,27.187141,54.7
69,C,IMP,2018-12-10,2018-12-10,2018,12,,37,3032,-81.199621,27.187141,75.8
69,C,IMP,2019-12-19,2019-12-19,2019,12,,38,3980,-81.199621,27.187141,99.5
69,C,IMP,2019-09-13,2019-09-13,2019,9,,23,1488,-81.199621,27.187141,37.2
69,C,IMP,2019-07-26,2019-07-26,2019,7,,16,1336,-81.199621,27.187141,33.4
69,C,IMP,2020-12-07,2020-12-07,2020,12,37,38.66666667,2580,-81.1997,27.1872,64.5
69,C,IMP,2020-10-12,2020-10-12,2020,10,36,37,2556,-81.1997,27.1872,63.9
69,C,IMP,2020-08-10,2020-08-10,2020,8,37,40,2584,-81.1997,27.1872,64.6
69,C,IMP,2020-06-09,2020-06-09,2020,6,30,30.66666667,1144,-81.1997,27.1872,28.6
69,C,IMP,2020-04-14,2020-04-14,2020,3,,13,228,-81.1997,27.1872,5.7
69,C,IMP,2021-10-15,2021-10-15,2021,10,56,60.66666667,4692,-81.1997,27.1872,117.3
69,C,IMP,2021-03-10,2021-03-10,2021,3,26,27,2692,-81.1997,27.1872,67.3
69,C,IMP,2021-06-14,2021-06-14,2021,6,15,19.33333333,1416,-81.1997,27.1872,35.4
69,C,IMP,2021-08-10,2021-08-10,2021,8,39,41,2640,-81.1997,27.1872,66
69,C,IMP,2021-04-13,2021-04-13,2021,4,17,19.33333333,1036,-81.1997,27.1872,25.9
69,C,IMP,2022-02-07,2022-02-07,2022,2,19,20.33333333,3060,-81.1997,27.1872,76.5
69,C,IMP,2022-12-19,2022-12-19,2022,12,27,28,880,-81.1997,27.1872,22
69,C,IMP,2023-10-12,2023-10-12,2023,10,30,35.33333333,1608,-81.1997,27.1872,40.2
69,C,IMP,2023-01-31,2023-01-31,2023,2,35,40.66666667,2268,-81.1997,27.1872,56.7
69,C,IMP,2023-04-05,2023-04-05,2023,4,31,32.33333333,2252,-81.1997,27.1872,56.3
69,C,IMP,2023-08-08,2023-08-08,2023,8,38,52.66666667,5164,-81.1997,27.1872,129.1
69,C,IMP,6/9/2023,6/9/2023,2023,6,24,25.66666667,1732,-81.1997,27.1872,43.3
70,C,IMP,2017-04-20,2017-04-20,2017,4,,7,656,-81.198456,27.188008,16.4
70,C,IMP,2017-07-26,2017-07-26,2017,7,,35,3064,-81.198456,27.188008,76.6
70,C,IMP,2017-10-03,2017-10-03,2017,10,,41,4340,-81.198456,27.188008,108.5
70,C,IMP,2017-11-28,2017-11-28,2017,11,,38,3680,-81.198456,27.188008,92
70,C,IMP,2017-12-12,2017-12-12,2017,12,,65,5920,-81.198456,27.188008,148
70,C,IMP,2017-12-12,2017-12-12,2017,12,,65,5920,-81.198456,27.188008,148
70,C,IMP,2018-02-20,2018-02-20,2018,2,,18,2280,-81.198456,27.188008,57
70,C,IMP,2018-05-09,2018-05-09,2018,5,,14,580,-81.198456,27.188008,14.5
70,C,IMP,2018-07-03,2018-07-03,2018,7,,38,1832,-81.198456,27.188008,45.8
70,C,IMP,2018-08-24,2018-08-24,2018,8,,39,3876,-81.198456,27.188008,96.9
70,C,IMP,2018-12-10,2018-12-10,2018,12,,48,4600,-81.198456,27.188008,115
70,C,IMP,2019-12-19,2019-12-19,2019,12,,40,4996,-81.198456,27.188008,124.9
70,C,IMP,2019-09-13,2019-09-13,2019,9,,16,540,-81.198456,27.188008,13.5
70,C,IMP,2019-07-26,2019-07-26,2019,7,,21,908,-81.198456,27.188008,22.7
70,C,IMP,2020-12-07,2020-12-07,2020,12,37,40.66666667,2244,-81.1986,27.188,56.1
70,C,IMP,2020-10-12,2020-10-12,2020,10,51,53.66666667,5008,-81.1986,27.188,125.2
70,C,IMP,2020-08-10,2020-08-10,2020,8,35,37,2304,-81.1986,27.188,57.6
70,C,IMP,2020-06-09,2020-06-09,2020,6,22,24.33333333,1248,-81.1986,27.188,31.2
70,C,IMP,2020-04-14,2020-04-14,2020,3,,22,500,-81.1986,27.188,12.5
70,C,IMP,2021-10-15,2021-10-15,2021,10,52,55,4308,-81.1986,27.188,107.7
70,C,IMP,2021-03-10,2021-03-10,2021,3,32,37.66666667,3088,-81.1986,27.188,77.2
70,C,IMP,2021-06-14,2021-06-14,2021,6,21,29,1668,-81.1986,27.188,41.7
70,C,IMP,2021-08-10,2021-08-10,2021,8,44,49.66666667,3204,-81.1986,27.188,80.1
70,C,IMP,2021-04-13,2021-04-13,2021,4,29,31.33333333,3144,-81.1986,27.188,78.6
70,C,IMP,2022-02-07,2022-02-07,2022,2,46,50,5112,-81.1986,27.188,127.8
70,C,IMP,2022-12-19,2022-12-19,2022,12,33,34.66666667,2992,-81.1986,27.188,74.8
70,C,IMP,2023-10-12,2023-10-12,2023,10,41,43.33333333,1816,-81.1986,27.188,45.4
70,C,IMP,2023-01-31,2023-01-31,2023,2,36,40,1708,-81.1986,27.188,42.7
70,C,IMP,2023-04-05,2023-04-05,2023,4,21,21.66666667,1736,-81.1986,27.188,43.4
70,C,IMP,2023-08-08,2023-08-08,2023,8,80,82,3960,-81.1986,27.188,99
70,C,IMP,6/9/2023,6/9/2023,2023,6,27,30.33333333,2548,-81.1986,27.188,63.7
71,C,IMP,2017-04-20,2017-04-20,2017,4,,,,-81.198127,27.187323,0
71,C,IMP,2017-07-26,2017-07-26,2017,7,,22,1820,-81.198127,27.187323,45.5
71,C,IMP,2017-10-03,2017-10-03,2017,10,,33,2536,-81.198127,27.187323,63.4
71,C,IMP,2017-11-28,2017-11-28,2017,11,,12,1056,-81.198127,27.187323,26.4
71,C,IMP,2017-12-12,2017-12-12,2017,12,,10,1048,-81.198127,27.187323,26.2
71,C,IMP,2017-12-12,2017-12-12,2017,12,,10,1048,-81.198127,27.187323,26.2
71,C,IMP,2018-02-20,2018-02-20,2018,2,,20,1168,-81.198127,27.187323,29.2
71,C,IMP,2018-05-09,2018-05-09,2018,5,,23,1340,-81.198127,27.187323,33.5
71,C,IMP,2018-07-03,2018-07-03,2018,7,,27,2080,-81.198127,27.187323,52
71,C,IMP,2018-08-24,2018-08-24,2018,8,,48,3984,-81.198127,27.187323,99.6
71,C,IMP,2018-12-10,2018-12-10,2018,12,,6,208,-81.198127,27.187323,5.2
71,C,IMP,2019-12-19,2019-12-19,2019,12,,30,2752,-81.198127,27.187323,68.8
71,C,IMP,2019-09-13,2019-09-13,2019,9,,37,1044,-81.198127,27.187323,26.1
71,C,IMP,2019-07-29,2019-07-29,2019,7,,17,3468,-81.198127,27.187323,86.7
71,C,IMP,2020-12-07,2020-12-07,2020,12,45,50,3216,-81.1986,27.1873,80.4
71,C,IMP,2020-10-12,2020-10-12,2020,10,41,44.33333333,2884,-81.1986,27.1873,72.1
71,C,IMP,2020-08-10,2020-08-10,2020,8,21,23,1664,-81.1986,27.1873,41.6
71,C,IMP,2020-06-09,2020-06-09,2020,6,16,19,1020,-81.1986,27.1873,25.5
71,C,IMP,2020-04-14,2020-04-14,2020,3,,14,388,-81.1986,27.1873,9.7
71,C,IMP,2021-10-15,2021-10-15,2021,10,38,39,1864,-81.1986,27.1873,46.6
71,C,IMP,2021-03-10,2021-03-10,2021,3,23,26.33333333,1996,-81.1986,27.1873,49.9
71,C,IMP,2021-06-14,2021-06-14,2021,6,15,23.66666667,1640,-81.1986,27.1873,41
71,C,IMP,2021-08-10,2021-08-10,2021,8,32,36,2900,-81.1986,27.1873,72.5
71,C,IMP,2021-04-13,2021-04-13,2021,4,25,28.66666667,1728,-81.1986,27.1873,43.2
71,C,IMP,2022-02-07,2022-02-07,2022,2,13,15.66666667,5140,-81.1986,27.1873,128.5
71,C,IMP,2022-12-19,2022-12-19,2022,12,54,54.33333333,5180,-81.1986,27.1873,129.5
71,C,IMP,2023-10-12,2023-10-12,2023,10,58,60.66666667,2860,-81.1986,27.1873,71.5
71,C,IMP,2023-01-31,2023-01-31,2023,2,26,30,2180,-81.1986,27.1873,54.5
71,C,IMP,2023-04-05,2023-04-05,2023,4,24,25,2892,-81.1986,27.1873,72.3
71,C,IMP,2023-08-08,2023-08-08,2023,8,22,35.66666667,3188,-81.1986,27.1873,79.7
71,C,IMP,6/9/2023,6/9/2023,2023,6,40,43,3972,-81.1986,27.1873,99.3
72,A,IMP,2020-12-07,2020-12-07,2020,12,37,40.66666667,2544,-81.2108,27.187,63.6
72,A,IMP,2020-10-12,2020-10-12,2020,10,54,59.66666667,5512,-81.2108,27.187,137.8
72,A,IMP,2020-08-10,2020-08-10,2020,8,33,36.33333333,2104,-81.2108,27.187,52.6
72,A,IMP,2020-06-10,2020-06-10,2020,6,20,22.66666667,1252,-81.2108,27.187,31.3
72,A,IMP,2020-03-18,2020-03-18,2020,3,,31,1116,-81.2108,27.187,27.9
72,A,IMP,2021-10-06,2021-10-06,2021,10,40,45,4132,-81.2108,27.187,103.3
72,A,IMP,2021-03-09,2021-03-09,2021,3,15,17.33333333,792,-81.2108,27.187,19.8
72,A,IMP,2021-06-17,2021-06-17,2021,6,25,43,1692,-81.2108,27.187,42.3
72,A,IMP,2021-08-10,2021-08-10,2021,8,45,47.33333333,3432,-81.2108,27.187,85.8
72,A,IMP,2021-04-13,2021-04-13,2021,4,15,17.33333333,1160,-81.2108,27.187,29
